order date (DateOrders),shipping date (DateOrders),Shipping Mode,Order Region,Order Country,Order State,order_month,actual_delay_days,Days for shipment (scheduled),is_late,Category Name,Late_delivery_risk
2017-05-14 11:45:00,2017-05-16 11:45:00,First Class,Caribbean,Cuba,Mayabeque,5,2,1,1,Shop By Sport,1
2015-01-16 12:46:00,2015-01-18 12:46:00,First Class,South America,Colombia,Bogotá,1,2,1,1,Women's Apparel,1
2015-01-16 12:46:00,2015-01-18 12:46:00,First Class,South America,Colombia,Bogotá,1,2,1,1,Women's Apparel,1
2015-02-26 11:50:00,2015-02-28 11:50:00,First Class,Central America,Nicaragua,Chinandega,2,2,1,1,Shop By Sport,1
2017-03-14 05:42:00,2017-03-16 05:42:00,First Class,Central America,México,Jalisco,3,2,1,1,Cardio Equipment,0
2015-05-02 04:12:00,2015-05-04 04:12:00,First Class,South America,Brasil,Minas Gerais,5,2,1,1,Cardio Equipment,0
2017-03-14 05:42:00,2017-03-16 05:42:00,First Class,Central America,México,Jalisco,3,2,1,1,Women's Apparel,0
2015-05-25 20:49:00,2015-05-27 20:49:00,First Class,Central America,México,Yucatán,5,2,1,1,Women's Apparel,0
2015-05-13 22:56:00,2015-05-15 22:56:00,First Class,Central America,Guatemala,Guatemala,5,2,1,1,Women's Apparel,0
2015-02-14 04:29:00,2015-02-16 04:29:00,First Class,South America,Brasil,Río de Janeiro,2,2,1,1,Trade-In,0
2015-12-10 07:03:00,2015-12-12 07:03:00,First Class,South Asia,India,Uttar Pradesh,12,2,1,1,Women's Apparel,0
2016-03-24 16:32:00,2016-03-26 16:32:00,First Class,Oceania,Australia,Nueva Gales del Sur,3,2,1,1,Cardio Equipment,1
2016-03-06 03:15:00,2016-03-08 03:15:00,First Class,Southeast Asia,Indonesia,Java Oriental,3,2,1,1,Electronics,1
2016-03-09 06:55:00,2016-03-11 06:55:00,First Class,Southeast Asia,Filipinas,Capital Nacional,3,2,1,1,Cardio Equipment,1
2016-03-06 03:15:00,2016-03-08 03:15:00,First Class,Southeast Asia,Indonesia,Java Oriental,3,2,1,1,Cardio Equipment,1
2016-02-07 01:32:00,2016-02-09 01:32:00,First Class,Eastern Asia,China,Pekín,2,2,1,1,Cleats,1
2016-02-18 11:30:00,2016-02-20 11:30:00,First Class,Eastern Asia,China,Liaoning,2,2,1,1,Cleats,1
2016-10-30 15:31:00,2016-11-01 15:31:00,First Class,West Asia,Arabia Saudí,Meca,10,2,1,1,Shop By Sport,1
2016-11-05 05:42:00,2016-11-07 05:42:00,First Class,Central Asia,Kazajistán,Pavlodar,11,2,1,1,Women's Apparel,1
2015-12-17 14:34:00,2015-12-19 14:34:00,First Class,Southeast Asia,Indonesia,Yakarta,12,2,1,1,Cleats,1
2015-11-04 09:54:00,2015-11-06 09:54:00,First Class,Eastern Asia,China,Guangdong,11,2,1,1,Cleats,1
2015-12-17 14:34:00,2015-12-19 14:34:00,First Class,Southeast Asia,Indonesia,Yakarta,12,2,1,1,Shop By Sport,1
2015-11-04 09:54:00,2015-11-06 09:54:00,First Class,Eastern Asia,China,Guangdong,11,2,1,1,Women's Apparel,1
2016-10-17 01:42:00,2016-10-19 01:42:00,First Class,West Asia,Irak,Nínive,10,2,1,1,Golf Balls,1
2016-04-01 14:46:00,2016-04-03 14:46:00,First Class,Oceania,Nueva Zelanda,Auckland,4,2,1,1,Golf Balls,1
2016-01-15 17:30:00,2016-01-17 17:30:00,First Class,South Asia,India,Maharashtra,1,2,1,1,Cardio Equipment,0
2016-06-14 17:49:00,2016-06-16 17:49:00,First Class,US Center ,Estados Unidos,Minnesota,6,2,1,1,Cardio Equipment,0
2016-07-04 16:44:00,2016-07-06 16:44:00,First Class,South of  USA ,Estados Unidos,Carolina del Norte,7,2,1,1,Women's Apparel,1
2016-04-07 03:33:00,2016-04-09 03:33:00,First Class,East of USA,Estados Unidos,Nueva York,4,2,1,1,Shop By Sport,1
2016-05-24 05:46:00,2016-05-26 05:46:00,First Class,South of  USA ,Estados Unidos,Kentucky,5,2,1,1,Women's Apparel,1
2016-12-27 18:57:00,2016-12-29 18:57:00,First Class,East Africa,Somalia,Jubbada Hoose,12,2,1,1,Baseball & Softball,1
2016-12-24 20:32:00,2016-12-26 20:32:00,First Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,12,2,1,1,Shop By Sport,1
2016-09-20 20:50:00,2016-09-22 20:50:00,First Class,East Africa,Somalia,Jubbada Hoose,9,2,1,1,Girls' Apparel,1
2016-11-28 13:33:00,2016-11-30 13:33:00,First Class,North Africa,Argelia,Alger,11,2,1,1,Accessories,1
2017-01-12 07:22:00,2017-01-14 07:22:00,First Class,West Africa,Nigeria,Lagos,1,2,1,1,Cleats,0
2015-06-15 06:36:00,2015-06-17 06:36:00,First Class,Western Europe,Francia,Auvernia-Ródano-Alpes,6,2,1,1,Electronics,1
2017-08-05 07:57:00,2017-08-07 07:57:00,First Class,Western Europe,Alemania,Sarre,8,2,1,1,Cardio Equipment,1
2017-08-05 07:57:00,2017-08-07 07:57:00,First Class,Western Europe,Alemania,Sarre,8,2,1,1,Cardio Equipment,1
2015-06-15 06:36:00,2015-06-17 06:36:00,First Class,Western Europe,Francia,Auvernia-Ródano-Alpes,6,2,1,1,Cardio Equipment,1
2017-09-17 23:50:00,2017-09-19 23:50:00,First Class,Western Europe,Alemania,Renania del Norte-Westfalia,9,2,1,1,Cleats,1
2017-07-25 17:15:00,2017-07-27 17:15:00,First Class,Western Europe,Francia,Isla de Francia,7,2,1,1,Cleats,1
2017-09-29 14:42:00,2017-10-01 14:42:00,First Class,Western Europe,Francia,Isla de Francia,9,2,1,1,Cleats,1
2015-07-12 04:17:00,2015-07-14 04:17:00,First Class,Western Europe,Francia,Isla de Francia,7,2,1,1,Women's Apparel,1
2015-10-10 06:57:00,2015-10-12 06:57:00,First Class,Southern Europe,España,Castilla y León,10,2,1,1,Women's Apparel,1
2015-10-16 06:57:00,2015-10-18 06:57:00,First Class,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,10,2,1,1,Shop By Sport,1
2017-07-09 03:16:00,2017-07-11 03:16:00,First Class,Western Europe,Países Bajos,Brabante Septentrional,7,2,1,1,Women's Apparel,1
2015-08-03 00:45:00,2015-08-05 00:45:00,First Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,2,1,1,Women's Apparel,1
2016-12-03 17:56:00,2016-12-05 17:56:00,First Class,Eastern Europe,Polonia,Silesia,12,2,1,1,Cardio Equipment,1
2015-09-12 07:00:00,2015-09-14 07:00:00,First Class,Southern Europe,España,Asturias,9,2,1,1,Cardio Equipment,1
2015-09-28 03:07:00,2015-09-30 03:07:00,First Class,Western Europe,Francia,Bretaña,9,2,1,1,Cardio Equipment,1
2015-10-15 21:29:00,2015-10-17 21:29:00,First Class,Southern Europe,Italia,Toscana,10,2,1,1,Cleats,1
2017-08-11 20:12:00,2017-08-13 20:12:00,First Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,2,1,1,Cleats,1
2017-08-07 23:22:00,2017-08-09 23:22:00,First Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,2,1,1,Cleats,1
2015-09-28 03:07:00,2015-09-30 03:07:00,First Class,Western Europe,Francia,Bretaña,9,2,1,1,Women's Apparel,1
2015-09-28 03:07:00,2015-09-30 03:07:00,First Class,Western Europe,Francia,Bretaña,9,2,1,1,Women's Apparel,1
2016-12-03 17:56:00,2016-12-05 17:56:00,First Class,Eastern Europe,Polonia,Silesia,12,2,1,1,Shop By Sport,1
2015-02-28 02:22:00,2015-03-02 02:22:00,First Class,Caribbean,Cuba,Santiago de Cuba,2,2,1,1,Electronics,1
2015-04-17 16:19:00,2015-04-19 16:19:00,First Class,Central America,Panamá,Panamá,4,2,1,1,Fitness Accessories,1
2015-03-25 07:24:00,2015-03-27 07:24:00,First Class,Central America,Guatemala,Quezaltenango,3,2,1,1,Cleats,1
2017-05-22 10:20:00,2017-05-24 10:20:00,First Class,Caribbean,Cuba,Pinar del Río,5,2,1,1,Women's Apparel,1
2015-02-28 02:22:00,2015-03-02 02:22:00,First Class,Caribbean,Cuba,Santiago de Cuba,2,2,1,1,Women's Apparel,1
2017-05-25 09:48:00,2017-05-27 09:48:00,First Class,Central America,Belice,Distrito de Cayo,5,2,1,1,Women's Apparel,1
2017-05-25 09:48:00,2017-05-27 09:48:00,First Class,Central America,Belice,Distrito de Cayo,5,2,1,1,Women's Apparel,1
2015-04-24 00:22:00,2015-04-26 00:22:00,First Class,Central America,México,Durango,4,2,1,1,Women's Apparel,1
2017-06-03 12:46:00,2017-06-05 12:46:00,First Class,Central America,México,Distrito Federal,6,2,1,1,Women's Apparel,1
2015-04-10 21:24:00,2015-04-12 21:24:00,First Class,Caribbean,Cuba,Las Tunas,4,2,1,1,Baseball & Softball,1
2017-05-20 10:20:00,2017-05-22 10:20:00,First Class,Central America,Panamá,Panamá,5,2,1,1,Cardio Equipment,1
2017-06-04 08:44:00,2017-06-06 08:44:00,First Class,Caribbean,Haití,Ouest,6,2,1,1,Cardio Equipment,1
2015-01-21 02:25:00,2015-01-23 02:25:00,First Class,Central America,Honduras,Cortés,1,2,1,1,Cleats,1
2015-01-11 02:47:00,2015-01-13 02:47:00,First Class,Central America,El Salvador,San Salvador,1,2,1,1,Shop By Sport,1
2015-01-16 12:46:00,2015-01-18 12:46:00,First Class,South America,Colombia,Bogotá,1,2,1,1,Women's Apparel,1
2017-03-17 18:29:00,2017-03-19 18:29:00,First Class,Central America,El Salvador,San Salvador,3,2,1,1,Women's Apparel,1
2015-03-09 10:35:00,2015-03-11 10:35:00,First Class,South America,Chile,Bío-Bío,3,2,1,1,Accessories,1
2015-05-03 22:15:00,2015-05-05 22:15:00,First Class,Central America,El Salvador,San Salvador,5,2,1,1,Electronics,1
2015-05-18 01:23:00,2015-05-20 01:23:00,First Class,Central America,México,Baja California,5,2,1,1,Cleats,0
2017-03-14 05:42:00,2017-03-16 05:42:00,First Class,Central America,México,Jalisco,3,2,1,1,Cleats,0
2017-04-21 02:51:00,2017-04-23 02:51:00,First Class,Caribbean,Haití,Ouest,4,2,1,1,Cleats,0
2015-05-18 01:23:00,2015-05-20 01:23:00,First Class,Central America,México,Baja California,5,2,1,1,Women's Apparel,0
2015-05-25 20:49:00,2015-05-27 20:49:00,First Class,Central America,México,Yucatán,5,2,1,1,Shop By Sport,0
2015-05-02 04:12:00,2015-05-04 04:12:00,First Class,South America,Brasil,Minas Gerais,5,2,1,1,Women's Apparel,0
2016-01-08 01:13:00,2016-01-10 01:13:00,First Class,South Asia,India,Uttar Pradesh,1,2,1,1,Cardio Equipment,1
2016-01-07 15:04:00,2016-01-09 15:04:00,First Class,Eastern Asia,China,Shandong,1,2,1,1,Cardio Equipment,1
2015-10-29 16:34:00,2015-10-31 16:34:00,First Class,South Asia,Pakistán,Punyab,10,2,1,1,Cleats,1
2016-02-07 01:32:00,2016-02-09 01:32:00,First Class,Eastern Asia,China,Pekín,2,2,1,1,Cleats,1
2016-01-08 01:13:00,2016-01-10 01:13:00,First Class,South Asia,India,Uttar Pradesh,1,2,1,1,Women's Apparel,1
2016-03-06 04:18:00,2016-03-08 04:18:00,First Class,Southeast Asia,Indonesia,Java Oriental,3,2,1,1,Women's Apparel,1
2015-12-31 13:30:00,2016-01-02 13:30:00,First Class,Southeast Asia,Malasia,Selangor,12,2,1,1,Women's Apparel,1
2016-03-06 04:18:00,2016-03-08 04:18:00,First Class,Southeast Asia,Indonesia,Java Oriental,3,2,1,1,Women's Apparel,1
2015-12-31 13:30:00,2016-01-02 13:30:00,First Class,Southeast Asia,Malasia,Selangor,12,2,1,1,Women's Apparel,1
2016-03-06 04:18:00,2016-03-08 04:18:00,First Class,Southeast Asia,Indonesia,Java Oriental,3,2,1,1,Women's Apparel,1
2015-12-12 08:27:00,2015-12-14 08:27:00,First Class,South Asia,India,Andhra Pradesh,12,2,1,1,Boxing & MMA,1
2016-01-06 04:02:00,2016-01-08 04:02:00,First Class,Oceania,Australia,Victoria,1,2,1,1,Cleats,1
2016-11-20 21:16:00,2016-11-22 21:16:00,First Class,South Asia,Irán,Ardebil,11,2,1,1,Cleats,1
2015-11-11 07:16:00,2015-11-13 07:16:00,First Class,Southeast Asia,Indonesia,Yakarta,11,2,1,1,Cleats,1
2015-11-14 17:56:00,2015-11-16 17:56:00,First Class,Eastern Asia,China,Henan,11,2,1,1,Cleats,1
2017-01-13 09:38:00,2017-01-15 09:38:00,First Class,Central Asia,Kazajistán,Karagandá,1,2,1,1,Cleats,1
2016-03-31 18:06:00,2016-04-02 18:06:00,First Class,Oceania,Nueva Zelanda,Auckland,3,2,1,1,Cleats,1
2015-12-12 08:27:00,2015-12-14 08:27:00,First Class,South Asia,India,Andhra Pradesh,12,2,1,1,Cleats,1
2016-11-28 20:13:00,2016-11-30 20:13:00,First Class,West Asia,Israel,Haifa,11,2,1,1,Cleats,1
2015-11-14 17:56:00,2015-11-16 17:56:00,First Class,Eastern Asia,China,Henan,11,2,1,1,Women's Apparel,1
2016-02-26 23:03:00,2016-02-28 23:03:00,First Class,Southeast Asia,Tailandia,Bangkok,2,2,1,1,Shop By Sport,1
2015-12-02 09:09:00,2015-12-04 09:09:00,First Class,Oceania,Australia,Queensland,12,2,1,1,Electronics,1
2016-05-29 08:02:00,2016-05-31 08:02:00,First Class,US Center ,Estados Unidos,Texas,5,2,1,1,Cardio Equipment,0
2016-08-02 14:46:00,2016-08-04 14:46:00,First Class,South of  USA ,Estados Unidos,Carolina del Norte,8,2,1,1,Cleats,1
2016-07-31 11:37:00,2016-08-02 11:37:00,First Class,East of USA,Estados Unidos,Nueva York,7,2,1,1,Cleats,1
2016-07-04 08:20:00,2016-07-06 08:20:00,First Class,West of USA ,Estados Unidos,Washington,7,2,1,1,Cleats,1
2016-08-25 06:09:00,2016-08-27 06:09:00,First Class,US Center ,Estados Unidos,Texas,8,2,1,1,Women's Apparel,1
2016-05-31 02:04:00,2016-06-02 02:04:00,First Class,West of USA ,Estados Unidos,California,5,2,1,1,Shop By Sport,1
2016-05-24 05:46:00,2016-05-26 05:46:00,First Class,South of  USA ,Estados Unidos,Kentucky,5,2,1,1,Cardio Equipment,1
2016-06-13 00:50:00,2016-06-15 00:50:00,First Class,West of USA ,Estados Unidos,California,6,2,1,1,Cleats,1
2016-06-01 18:01:00,2016-06-03 18:01:00,First Class,South of  USA ,Estados Unidos,Carolina del Sur,6,2,1,1,Cleats,1
2016-04-23 08:26:00,2016-04-25 08:26:00,First Class,US Center ,Estados Unidos,Texas,4,2,1,1,Women's Apparel,1
2016-04-02 03:44:00,2016-04-04 03:44:00,First Class,US Center ,Estados Unidos,Nebraska,4,2,1,1,Women's Apparel,1
2016-04-02 02:41:00,2016-04-04 02:41:00,First Class,West of USA ,Estados Unidos,California,4,2,1,1,Electronics,1
2016-12-24 17:01:00,2016-12-26 17:01:00,First Class,Central Africa,República Democrática del Congo,Provincia Oriental,12,2,1,1,Golf Balls,0
2016-09-20 21:32:00,2016-09-22 21:32:00,First Class,East Africa,Kenia,Nairobi,9,2,1,1,Cardio Equipment,1
2016-12-27 18:57:00,2016-12-29 18:57:00,First Class,East Africa,Somalia,Jubbada Hoose,12,2,1,1,Cleats,1
2016-12-18 12:50:00,2016-12-20 12:50:00,First Class,East Africa,Zimbabue,Bulawayo,12,2,1,1,Shop By Sport,1
2016-10-27 17:27:00,2016-10-29 17:27:00,First Class,West Africa,Nigeria,Sokoto,10,2,1,1,Women's Apparel,1
2017-08-13 15:18:00,2017-08-15 15:18:00,First Class,Southern Europe,España,Madrid,8,2,1,1,Cardio Equipment,1
2017-09-02 06:52:00,2017-09-04 06:52:00,First Class,Northern Europe,Reino Unido,Inglaterra,9,2,1,1,Cleats,1
2015-10-16 06:57:00,2015-10-18 06:57:00,First Class,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,10,2,1,1,Cleats,1
2016-10-02 01:33:00,2016-10-04 01:33:00,First Class,Eastern Europe,Ucrania,Dnipropetrovsk,10,2,1,1,Women's Apparel,1
2016-10-02 01:33:00,2016-10-04 01:33:00,First Class,Eastern Europe,Ucrania,Dnipropetrovsk,10,2,1,1,Women's Apparel,1
2017-07-25 17:15:00,2017-07-27 17:15:00,First Class,Western Europe,Francia,Isla de Francia,7,2,1,1,Shop By Sport,1
2015-10-16 06:57:00,2015-10-18 06:57:00,First Class,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,10,2,1,1,Electronics,1
2017-09-12 10:42:00,2017-09-14 10:42:00,First Class,Southern Europe,España,Andalucía,9,2,1,1,Cardio Equipment,1
2015-07-29 21:36:00,2015-07-31 21:36:00,First Class,Northern Europe,Reino Unido,Inglaterra,7,2,1,1,Cardio Equipment,1
2016-12-03 17:56:00,2016-12-05 17:56:00,First Class,Eastern Europe,Polonia,Silesia,12,2,1,1,Cardio Equipment,1
2015-08-06 18:05:00,2015-08-08 18:05:00,First Class,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,8,2,1,1,Cleats,1
2015-08-18 13:52:00,2015-08-20 13:52:00,First Class,Southern Europe,España,Cataluña,8,2,1,1,Cleats,1
2017-08-07 23:22:00,2017-08-09 23:22:00,First Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,2,1,1,Women's Apparel,1
2017-08-24 00:03:00,2017-08-26 00:03:00,First Class,Northern Europe,Reino Unido,Inglaterra,8,2,1,1,Women's Apparel,1
2017-09-12 10:42:00,2017-09-14 10:42:00,First Class,Southern Europe,España,Andalucía,9,2,1,1,Women's Apparel,1
2015-06-30 22:31:00,2015-07-02 22:31:00,First Class,Western Europe,Alemania,Sajonia,6,2,1,1,Women's Apparel,1
2017-06-22 17:07:00,2017-06-24 17:07:00,First Class,Western Europe,Alemania,Berlín,6,2,1,1,Shop By Sport,1
2017-07-11 13:04:00,2017-07-13 13:04:00,First Class,Northern Europe,Reino Unido,Inglaterra,7,2,1,1,Cleats,0
2016-11-30 12:30:00,2016-12-02 12:30:00,First Class,Western Europe,Austria,Viena,11,2,1,1,Women's Apparel,0
2015-04-05 14:34:00,2015-04-07 14:34:00,First Class,South America,Brasil,Alagoas,4,2,1,1,Boxing & MMA,0
2017-04-16 01:59:00,2017-04-18 01:59:00,First Class,South America,Ecuador,Pichincha,4,2,1,1,Shop By Sport,0
2015-04-05 14:34:00,2015-04-07 14:34:00,First Class,South America,Brasil,Alagoas,4,2,1,1,Women's Apparel,0
2015-04-24 00:22:00,2015-04-26 00:22:00,First Class,Central America,México,Durango,4,2,1,1,Electronics,1
2017-03-09 06:56:00,2017-03-11 06:56:00,First Class,Central America,Panamá,Panamá,3,2,1,1,Cardio Equipment,1
2015-03-14 00:57:00,2015-03-16 00:57:00,First Class,Caribbean,Cuba,Sancti Spíritus,3,2,1,1,Cardio Equipment,1
2017-03-13 16:02:00,2017-03-15 16:02:00,First Class,South America,Ecuador,Pichincha,3,2,1,1,Cardio Equipment,1
2015-02-15 00:27:00,2015-02-17 00:27:00,First Class,South America,Perú,Junín,2,2,1,1,Cleats,1
2015-02-15 00:27:00,2015-02-17 00:27:00,First Class,South America,Perú,Junín,2,2,1,1,Women's Apparel,1
2017-05-16 14:54:00,2017-05-18 14:54:00,First Class,South America,Brasil,Pará,5,2,1,1,Shop By Sport,1
2017-02-18 19:03:00,2017-02-20 19:03:00,First Class,Central America,Guatemala,Guatemala,2,2,1,1,Women's Apparel,1
2017-02-18 19:03:00,2017-02-20 19:03:00,First Class,Central America,Guatemala,Guatemala,2,2,1,1,Women's Apparel,1
2015-04-17 16:19:00,2015-04-19 16:19:00,First Class,Central America,Panamá,Panamá,4,2,1,1,Shop By Sport,1
2017-06-03 12:46:00,2017-06-05 12:46:00,First Class,Central America,México,Distrito Federal,6,2,1,1,Women's Apparel,1
2015-02-15 00:27:00,2015-02-17 00:27:00,First Class,South America,Perú,Junín,2,2,1,1,Shop By Sport,1
2015-05-27 08:54:00,2015-05-29 08:54:00,First Class,South America,Brasil,Ceará,5,2,1,1,Women's Apparel,1
2017-05-02 08:37:00,2017-05-04 08:37:00,First Class,South America,Brasil,São Paulo,5,2,1,1,Cardio Equipment,1
2017-06-04 08:44:00,2017-06-06 08:44:00,First Class,Caribbean,Haití,Ouest,6,2,1,1,Cardio Equipment,1
2015-03-09 10:35:00,2015-03-11 10:35:00,First Class,South America,Chile,Bío-Bío,3,2,1,1,Cleats,1
2017-05-25 22:46:00,2017-05-27 22:46:00,First Class,South America,Brasil,São Paulo,5,2,1,1,Cleats,1
2017-05-25 05:15:00,2017-05-27 05:15:00,First Class,South America,Brasil,Rio Grande do Sul,5,2,1,1,Cleats,1
2017-06-04 08:44:00,2017-06-06 08:44:00,First Class,Caribbean,Haití,Ouest,6,2,1,1,Shop By Sport,1
2015-01-21 02:25:00,2015-01-23 02:25:00,First Class,Central America,Honduras,Cortés,1,2,1,1,Shop By Sport,1
2017-04-16 07:35:00,2017-04-18 07:35:00,First Class,Central America,El Salvador,San Salvador,4,2,1,1,Women's Apparel,1
2017-05-21 10:10:00,2017-05-23 10:10:00,First Class,Central America,Nicaragua,Managua,5,2,1,1,Women's Apparel,1
2017-05-08 06:51:00,2017-05-11 06:51:00,Standard Class,South America,Brasil,Rio Grande do Sul,5,3,4,0,Camping & Hiking,0
2015-01-23 22:02:00,2015-01-25 22:02:00,Standard Class,South America,Brasil,São Paulo,1,2,4,0,Fishing,0
2015-01-16 23:37:00,2015-01-18 23:37:00,Standard Class,South America,Chile,Santiago de Chile,1,2,4,0,Fishing,0
2015-05-30 20:38:00,2015-06-02 20:38:00,Standard Class,South America,Brasil,Mato Grosso,5,3,4,0,Fishing,0
2015-04-09 00:33:00,2015-04-11 00:33:00,Standard Class,Caribbean,República Dominicana,Santo Domingo,4,2,4,0,Camping & Hiking,0
2015-02-06 04:51:00,2015-02-08 04:51:00,Standard Class,Caribbean,Cuba,Mayabeque,2,2,4,0,Camping & Hiking,0
2015-03-31 00:45:00,2015-04-06 00:45:00,Standard Class,Caribbean,República Dominicana,Santo Domingo,3,6,4,1,Camping & Hiking,1
2015-02-02 16:46:00,2015-02-04 16:46:00,Standard Class,Caribbean,Cuba,Santiago de Cuba,2,2,4,0,Fishing,0
2017-05-08 01:15:00,2017-05-10 01:15:00,Standard Class,Central America,México,Nayarit,5,2,4,0,Camping & Hiking,0
2015-03-08 02:00:00,2015-03-12 02:00:00,Standard Class,Central America,México,Coahuila,3,4,4,0,Camping & Hiking,0
2015-02-20 21:18:00,2015-02-23 21:18:00,Standard Class,Central America,Guatemala,Guatemala,2,3,4,0,Camping & Hiking,0
2015-01-15 07:20:00,2015-01-17 07:20:00,Standard Class,Central America,Nicaragua,Managua,1,2,4,0,Camping & Hiking,0
2017-02-28 10:16:00,2017-03-06 10:16:00,Standard Class,Central America,México,México,2,6,4,1,Camping & Hiking,1
2015-02-01 18:42:00,2015-02-05 18:42:00,Standard Class,Central America,El Salvador,Sonsonate,2,4,4,0,Camping & Hiking,0
2015-01-12 16:37:00,2015-01-15 16:37:00,Standard Class,Central America,El Salvador,San Salvador,1,3,4,0,Camping & Hiking,0
2017-03-17 01:19:00,2017-03-22 01:19:00,Standard Class,Central America,Panamá,Chiriquí,3,5,4,1,Camping & Hiking,1
2015-04-12 02:08:00,2015-04-14 02:08:00,Standard Class,Central America,El Salvador,San Salvador,4,2,4,0,Camping & Hiking,0
2017-05-19 02:27:00,2017-05-23 02:27:00,Standard Class,Central America,Guatemala,Guatemala,5,4,4,0,Camping & Hiking,0
2017-03-26 23:12:00,2017-03-30 23:12:00,Standard Class,Central America,Honduras,Francisco Morazán,3,4,4,0,Camping & Hiking,0
2015-01-28 11:41:00,2015-02-02 11:41:00,Standard Class,Central America,México,Yucatán,1,5,4,1,Camping & Hiking,1
2017-01-30 22:24:00,2017-02-03 22:24:00,Standard Class,Central America,México,Chihuahua,1,4,4,0,Camping & Hiking,0
2017-04-18 07:35:00,2017-04-23 07:35:00,Standard Class,Central America,México,Yucatán,4,5,4,1,Camping & Hiking,1
2017-05-15 22:47:00,2017-05-18 22:47:00,Standard Class,Central America,México,Durango,5,3,4,0,Camping & Hiking,0
2015-05-11 10:19:00,2015-05-13 10:19:00,Standard Class,Central America,México,Guanajuato,5,2,4,0,Fishing,0
2015-05-25 23:16:00,2015-05-28 23:16:00,Standard Class,Central America,Honduras,Francisco Morazán,5,3,4,0,Fishing,0
2015-02-18 07:38:00,2015-02-20 07:38:00,Standard Class,Central America,Honduras,Francisco Morazán,2,2,4,0,Fishing,0
2015-03-03 04:38:00,2015-03-07 04:38:00,Standard Class,Central America,El Salvador,Santa Ana,3,4,4,0,Fishing,0
2015-01-25 21:20:00,2015-01-27 21:20:00,Standard Class,Central America,México,Nuevo León,1,2,4,0,Fishing,0
2015-05-27 16:57:00,2015-05-29 16:57:00,Standard Class,South America,Brasil,Bahía,5,2,4,0,Camping & Hiking,0
2015-05-30 00:19:00,2015-06-04 00:19:00,Standard Class,South America,Brasil,Santa Catarina,5,5,4,1,Fishing,1
2015-01-16 23:37:00,2015-01-18 23:37:00,Standard Class,South America,Chile,Santiago de Chile,1,2,4,0,Fishing,0
2015-02-07 17:17:00,2015-02-13 17:17:00,Standard Class,South America,Argentina,Buenos Aires,2,6,4,1,Fishing,1
2015-01-13 19:36:00,2015-01-18 19:36:00,Standard Class,Caribbean,Cuba,Camagüey,1,5,4,1,Camping & Hiking,1
2015-02-15 17:37:00,2015-02-20 17:37:00,Standard Class,Caribbean,República Dominicana,Duarte,2,5,4,1,Camping & Hiking,1
2015-04-18 16:08:00,2015-04-21 16:08:00,Standard Class,Caribbean,Cuba,Santiago de Cuba,4,3,4,0,Fishing,0
2015-02-13 15:31:00,2015-02-15 15:31:00,Standard Class,Caribbean,República Dominicana,Santo Domingo,2,2,4,0,Fishing,0
2017-03-09 16:03:00,2017-03-13 16:03:00,Standard Class,Central America,México,Distrito Federal,3,4,4,0,Camping & Hiking,0
2015-01-06 08:34:00,2015-01-10 08:34:00,Standard Class,Central America,Honduras,Atlántida,1,4,4,0,Camping & Hiking,0
2017-02-22 05:23:00,2017-02-28 05:23:00,Standard Class,Central America,México,Distrito Federal,2,6,4,1,Camping & Hiking,1
2015-04-08 15:06:00,2015-04-13 15:06:00,Standard Class,Central America,Panamá,Panamá,4,5,4,1,Camping & Hiking,1
2015-01-08 13:07:00,2015-01-12 13:07:00,Standard Class,Central America,Panamá,Panamá,1,4,4,0,Camping & Hiking,0
2015-04-09 19:28:00,2015-04-15 19:28:00,Standard Class,Central America,Honduras,Cortés,4,6,4,1,Fishing,1
2015-05-11 09:58:00,2015-05-17 09:58:00,Standard Class,Central America,México,Guanajuato,5,6,4,1,Fishing,1
2015-04-08 21:03:00,2015-04-10 21:03:00,Standard Class,Central America,Honduras,Cortés,4,2,4,0,Fishing,0
2015-01-25 21:20:00,2015-01-27 21:20:00,Standard Class,Central America,México,Nuevo León,1,2,4,0,Fishing,0
2015-01-30 22:12:00,2015-02-01 22:12:00,Standard Class,Central America,Guatemala,Guatemala,1,2,4,0,Fishing,0
2015-02-04 19:55:00,2015-02-07 19:55:00,Standard Class,Central America,El Salvador,San Salvador,2,3,4,0,Fishing,0
2017-04-19 19:19:00,2017-04-21 19:19:00,Standard Class,South America,Brasil,Pernambuco,4,2,4,0,Camping & Hiking,0
2017-04-04 16:42:00,2017-04-06 16:42:00,Standard Class,South America,Colombia,Bogotá,4,2,4,0,Camping & Hiking,0
2015-04-20 14:23:00,2015-04-25 14:23:00,Standard Class,South America,Brasil,Rio Grande do Sul,4,5,4,1,Camping & Hiking,1
2015-04-03 04:46:00,2015-04-06 04:46:00,Standard Class,South America,Brasil,Río de Janeiro,4,3,4,0,Camping & Hiking,0
